,facility type,category,month,qty out
0,Fqhc/community center,face shield,10,300.0
1,Fqhc/community center,gloves,10,3000.0
2,Fqhc/community center,gowns,10,300.0
3,Fqhc/community center,surgical mask,10,3500.0
4,Fqhc/community health center,face shield,10,900.0
5,Fqhc/community health center,gloves,10,6000.0
6,Fqhc/community health center,gowns,10,10.0
7,Fqhc/community health center,n95,10,400.0
8,Fqhc/community health center,n95,11,700.0
9,Fqhc/community health center,surgical mask,10,500.0
10,Home health,face shield,10,820.0
11,Home health,gloves,10,2200.0
12,Home health,gowns,10,160.0
13,Home health,n95,10,560.0
14,Home health,surgical mask,10,2250.0
15,Home health,testing supplies,10,400.0
16,Hospital,face shield,10,1200.0
17,Hospital,face shield,11,250.0
18,Hospital,gloves,10,6600.0
19,Hospital,gloves,11,4100.0
20,Hospital,gowns,10,320.0
21,Hospital,gowns,11,250.0
22,Hospital,n95,10,340.0
23,Hospital,n95,11,920.0
24,Hospital,surgical mask,10,6000.0
25,Hospital,surgical mask,11,1450.0
26,Hospital,testing supplies,10,160.0
27,Hospital,testing supplies,11,200.0
28,county,disinfectant,5,60.0
29,county,disinfectant,7,55.0
30,county,disinfectant,8,6.0
31,county,face shield,4,1344.0
32,county,face shield,6,10.0
33,county,face shield,9,1000.0
34,county,gloves,4,42000.0
35,county,gloves,6,1000.0
36,county,gloves,7,9000.0
37,county,gloves,8,100.0
38,county,gloves,9,36200.0
39,county,gowns,4,2358.0
40,county,hand sanitizer,5,20.0
41,county,hand sanitizer,6,10.0
42,county,hand sanitizer,8,48.0
43,county,hand sanitizer,9,24.0
44,county,kn95,5,3000.0
45,county,kn95,6,1000.0
46,county,misc,6,18.0
47,county,misc,8,60.0
48,county,misc,9,630.0
49,county,n95,3,570.0
50,county,n95,4,1440.0
51,county,n95,7,2600.0
52,county,reusable masks,5,10000.0
53,county,reusable masks,6,1350.0
54,county,reusable masks,8,500.0
55,county,stat paq,3,2.0
56,county,surgical mask,3,19200.0
57,county,surgical mask,4,13850.0
58,county,surgical mask,5,5000.0
59,county,surgical mask,6,4050.0
60,county,surgical mask,7,10000.0
61,county,testing supplies,8,3000.0
62,county,testing supplies,9,4000.0
63,county,thermometers,3,350.0
64,county,thermometers,4,322.0
65,county,thermometers,7,300.0
66,county,thermometers,8,100.0
67,ems/fire/law enforcement,alt. gowns,6,1000.0
68,ems/fire/law enforcement,disinfectant,8,15.0
69,ems/fire/law enforcement,disinfectant,9,112.0
70,ems/fire/law enforcement,face shield,4,1608.0
71,ems/fire/law enforcement,face shield,6,200.0
72,ems/fire/law enforcement,face shield,7,600.0
73,ems/fire/law enforcement,gloves,3,14000.0
74,ems/fire/law enforcement,gloves,4,19800.0
75,ems/fire/law enforcement,gloves,5,1000.0
76,ems/fire/law enforcement,gloves,6,1200.0
77,ems/fire/law enforcement,gloves,7,16900.0
78,ems/fire/law enforcement,gloves,9,1000.0
79,ems/fire/law enforcement,goggles,5,704.0
80,ems/fire/law enforcement,goggles,6,444.0
81,ems/fire/law enforcement,goggles,7,400.0
82,ems/fire/law enforcement,gowns,3,110.0
83,ems/fire/law enforcement,gowns,4,2652.0
84,ems/fire/law enforcement,gowns,5,760.0
85,ems/fire/law enforcement,gowns,6,1000.0
86,ems/fire/law enforcement,hand sanitizer,5,5.0
87,ems/fire/law enforcement,hand sanitizer,9,48.0
88,ems/fire/law enforcement,kn95,7,80080.0
89,ems/fire/law enforcement,n95,3,3578.0
90,ems/fire/law enforcement,n95,4,7000.0
91,ems/fire/law enforcement,n95,5,2700.0
92,ems/fire/law enforcement,n95,6,200.0
93,ems/fire/law enforcement,n95,7,1900.0
94,ems/fire/law enforcement,n95,10,400.0
95,ems/fire/law enforcement,reusable masks,5,6000.0
96,ems/fire/law enforcement,stat paq,3,141.0
97,ems/fire/law enforcement,surgical mask,3,550.0
98,ems/fire/law enforcement,surgical mask,4,16050.0
99,ems/fire/law enforcement,surgical mask,5,1000.0
100,ems/fire/law enforcement,surgical mask,6,500.0
101,ems/fire/law enforcement,surgical mask,9,2000.0
102,ems/fire/law enforcement,testing supplies,7,120.0
103,ems/fire/law enforcement,testing supplies,8,10.0
104,fqhc/community health center,face shield,7,5000.0
105,fqhc/community health center,face shield,10,40.0
106,fqhc/community health center,face shield,12,40.0
107,fqhc/community health center,gloves,3,600.0
108,fqhc/community health center,gloves,10,10000.0
109,fqhc/community health center,gloves,12,400.0
110,fqhc/community health center,goggles,7,960.0
111,fqhc/community health center,gowns,7,7200.0
112,fqhc/community health center,gowns,10,40.0
113,fqhc/community health center,gowns,12,80.0
114,fqhc/community health center,n95,3,720.0
115,fqhc/community health center,n95,7,200.0
116,fqhc/community health center,n95,10,400.0
117,fqhc/community health center,sanitizer,7,4.0
118,fqhc/community health center,sanitizer,10,200.0
119,fqhc/community health center,surgical mask,7,5000.0
120,fqhc/community health center,surgical mask,9,500.0
121,fqhc/community health center,surgical mask,10,1250.0
122,fqhc/community health center,testing supplies,8,240.0
123,fqhc/community health center,testing supplies,9,2000.0
124,home health,alt. gowns,8,1000.0
125,home health,face shield,6,450.0
126,home health,face shield,7,136.0
127,home health,face shield,9,1600.0
128,home health,face shield,10,1630.0
129,home health,gloves,6,800.0
130,home health,gloves,7,2100.0
131,home health,gloves,9,55600.0
132,home health,gloves,10,141700.0
133,home health,gowns,6,260.0
134,home health,gowns,7,600.0
135,home health,gowns,9,2150.0
136,home health,gowns,10,2030.0
137,home health,n95,6,500.0
138,home health,n95,7,900.0
139,home health,n95,9,2560.0
140,home health,n95,10,2720.0
141,home health,sanitizer,8,48.0
142,home health,surgical mask,6,3700.0
143,home health,surgical mask,7,1950.0
144,home health,surgical mask,9,11250.0
145,home health,surgical mask,10,10100.0
