,facility type,category,month,qty out
0,Hospital,ancillary kits,1,100.0
1,Hospital,face shield,10,1200.0
2,Hospital,face shield,11,250.0
3,Hospital,gloves,1,19800.0
4,Hospital,gloves,10,6600.0
5,Hospital,gloves,11,4100.0
6,Hospital,gloves,12,1000.0
7,Hospital,gowns,1,1500.0
8,Hospital,gowns,10,320.0
9,Hospital,gowns,11,250.0
10,Hospital,gowns,12,1000.0
11,Hospital,n95,1,120.0
12,Hospital,n95,10,340.0
13,Hospital,n95,11,920.0
14,Hospital,n95,12,200.0
15,Hospital,surgical mask,1,760.0
16,Hospital,surgical mask,10,6000.0
17,Hospital,surgical mask,11,1450.0
18,Hospital,testing supplies,1,3120.0
19,Hospital,testing supplies,10,160.0
20,Hospital,testing supplies,11,200.0
21,Hospital,ventilator,12,56.0
22,Mc,gloves,11,4000.0
23,Mc,hand sanitizer,11,24.0
24,Mc,surgical mask,11,2000.0
25,Medical,disinfectants,2,224.0
26,Medical,face shield,1,50.0
27,Medical,face shield,2,254.0
28,Medical,face shield,12,20.0
29,Medical,gloves,1,41400.0
30,Medical,gloves,2,25200.0
31,Medical,gloves,12,3300.0
32,Medical,gowns,1,3400.0
33,Medical,gowns,2,1050.0
34,Medical,gowns,12,230.0
35,Medical,literature,2,200.0
36,Medical,misc,2,432.0
37,Medical,misc,12,20.0
38,Medical,n95,1,630.0
39,Medical,n95,2,3520.0
40,Medical,n95,12,200.0
41,Medical,needle,2,200.0
42,Medical,other,1,200.0
43,Medical,surgical mask,1,1900.0
44,Medical,surgical mask,2,400.0
45,Medical,surgical mask,12,300.0
46,Medical,syringes,2,200.0
47,Medical,testing supplies,1,130950.0
48,Medical,testing supplies,2,2480.0
49,Medical,testing supplies,12,2550.0
50,Medical,thermometer,1,6.0
51,Medical,ventilators,2,859.0
52,Pod,batteries,1,168.0
53,Pod,batteries,2,24.0
54,Pod,batteries,12,480.0
55,Pod,canopy,2,5.0
56,Pod,cradle,12,3.0
57,Pod,disinfectant,12,80.0
58,Pod,disinfectants,1,100.0
59,Pod,disinfectants,2,16000.0
60,Pod,disinfectants,12,135.0
61,Pod,face shield,12,806.0
62,Pod,filters,1,360.0
63,Pod,gloves,1,1048500.0
64,Pod,gloves,2,51000.0
65,Pod,gloves,12,53004.0
66,Pod,hand sanitizer,12,406.0
67,Pod,hand warmers,12,504.0
68,Pod,ipad,12,131.0
69,Pod,ipads,1,25.0
70,Pod,ipads,2,20.0
71,Pod,literature,1,146850.0
72,Pod,literature,2,57650.0
73,Pod,literature,12,197300.0
74,Pod,misc,1,23043.0
75,Pod,misc,2,30346.0
76,Pod,misc,12,27618.0
77,Pod,needle,1,22400.0
78,Pod,needle,2,79000.0
79,Pod,needle,3,5000.0
80,Pod,needles,1,18900.0
81,Pod,needles,12,5000.0
82,Pod,ponchos,1,700.0
83,Pod,ponchos,2,312.0
84,Pod,ponchos,12,9.0
85,Pod,radios,1,20.0
86,Pod,safety,12,200.0
87,Pod,surgical mask,1,10500.0
88,Pod,surgical mask,2,500.0
89,Pod,surgical mask,12,8400.0
90,Pod,syringes,1,15600.0
91,Pod,syringes,2,3000.0
92,Pod,thermometer,12,4.0
93,Pod,vests,1,62.0
94,Pod,vests,2,970.0
95,county,disinfectant,5,60.0
96,county,disinfectant,7,55.0
97,county,disinfectant,8,6.0
98,county,disinfectants,1,65.0
99,county,face shield,4,1344.0
100,county,face shield,6,10.0
101,county,face shield,9,1000.0
102,county,gloves,2,500.0
103,county,gloves,4,42000.0
104,county,gloves,6,1000.0
105,county,gloves,7,9000.0
106,county,gloves,8,100.0
107,county,gloves,9,36200.0
108,county,gowns,4,2358.0
109,county,hand sanitizer,5,20.0
110,county,hand sanitizer,6,10.0
111,county,hand sanitizer,8,48.0
112,county,hand sanitizer,9,24.0
113,county,kn95,5,3000.0
114,county,kn95,6,1000.0
115,county,misc,1,299.0
116,county,misc,6,18.0
117,county,misc,8,60.0
118,county,misc,9,630.0
119,county,n95,3,570.0
120,county,n95,4,1440.0
121,county,n95,7,2600.0
122,county,n95,12,100.0
123,county,reusable masks,5,10000.0
124,county,reusable masks,6,1350.0
125,county,reusable masks,8,500.0
126,county,stat paq,3,2.0
127,county,surgical mask,3,19200.0
128,county,surgical mask,4,13850.0
129,county,surgical mask,5,5000.0
130,county,surgical mask,6,4050.0
131,county,surgical mask,7,10000.0
132,county,testing supplies,8,3000.0
133,county,testing supplies,9,4000.0
134,county,thermometers,3,350.0
135,county,thermometers,4,322.0
136,county,thermometers,7,300.0
137,county,thermometers,8,100.0
138,county,vaccine,2,100.0
139,ems/fire/law enforcement,alt. gowns,6,1000.0
140,ems/fire/law enforcement,disinfectant,8,15.0
141,ems/fire/law enforcement,disinfectant,9,112.0
142,ems/fire/law enforcement,face shield,4,1608.0
143,ems/fire/law enforcement,face shield,6,200.0
144,ems/fire/law enforcement,face shield,7,600.0
145,ems/fire/law enforcement,gloves,2,10.0
146,ems/fire/law enforcement,gloves,3,14000.0
147,ems/fire/law enforcement,gloves,4,19800.0
148,ems/fire/law enforcement,gloves,5,1000.0
149,ems/fire/law enforcement,gloves,6,1200.0
150,ems/fire/law enforcement,gloves,7,16900.0
151,ems/fire/law enforcement,gloves,9,1000.0
152,ems/fire/law enforcement,gloves,11,2200.0
153,ems/fire/law enforcement,gloves,12,1600.0
154,ems/fire/law enforcement,goggles,5,704.0
155,ems/fire/law enforcement,goggles,6,444.0
156,ems/fire/law enforcement,goggles,7,400.0
157,ems/fire/law enforcement,gowns,3,110.0
158,ems/fire/law enforcement,gowns,4,2652.0
159,ems/fire/law enforcement,gowns,5,760.0
160,ems/fire/law enforcement,gowns,6,1000.0
161,ems/fire/law enforcement,hand sanitizer,5,5.0
162,ems/fire/law enforcement,hand sanitizer,9,48.0
163,ems/fire/law enforcement,kn95,7,80080.0
164,ems/fire/law enforcement,misc,1,100.0
165,ems/fire/law enforcement,n95,2,1000.0
166,ems/fire/law enforcement,n95,3,3578.0
167,ems/fire/law enforcement,n95,4,7000.0
168,ems/fire/law enforcement,n95,5,2700.0
169,ems/fire/law enforcement,n95,6,200.0
170,ems/fire/law enforcement,n95,7,1900.0
171,ems/fire/law enforcement,n95,10,400.0
172,ems/fire/law enforcement,n95,11,200.0
173,ems/fire/law enforcement,n95,12,500.0
174,ems/fire/law enforcement,reusable masks,5,6000.0
175,ems/fire/law enforcement,stat paq,3,141.0
176,ems/fire/law enforcement,surgical mask,2,4000.0
177,ems/fire/law enforcement,surgical mask,3,550.0
178,ems/fire/law enforcement,surgical mask,4,16050.0
179,ems/fire/law enforcement,surgical mask,5,1000.0
180,ems/fire/law enforcement,surgical mask,6,500.0
181,ems/fire/law enforcement,surgical mask,9,2000.0
182,ems/fire/law enforcement,surgical mask,11,300.0
183,ems/fire/law enforcement,testing supplies,1,24680.0
184,ems/fire/law enforcement,testing supplies,7,120.0
185,ems/fire/law enforcement,testing supplies,8,10.0
186,ems/fire/law enforcement,testing supplies,11,480.0
187,ems/fire/law enforcement,testing supplies,12,6920.0
188,ems/fire/law enforcement,thermometer,11,10.0
189,ems/fire/law enforcement,ventilator,1,6.0
190,ems/fire/law enforcement,ventilator,12,10.0
191,ems/fire/law enforcement,ventilator  ,12,5.0
192,ems/fire/law enforcement,ventilator supplies,1,617.0
193,ems/fire/law enforcement,ventilator supplies,12,2224.0
194,ems/fire/law enforcement,ventilators,7,136.0
195,fqhc/community health center,face shield,1,80.0
196,fqhc/community health center,face shield,3,180.0
197,fqhc/community health center,face shield,7,5000.0
198,fqhc/community health center,face shield,10,1240.0
199,fqhc/community health center,face shield,12,80.0
200,fqhc/community health center,gloves,1,1100.0
201,fqhc/community health center,gloves,2,1300.0
202,fqhc/community health center,gloves,3,4800.0
203,fqhc/community health center,gloves,10,19000.0
204,fqhc/community health center,gloves,12,1500.0
205,fqhc/community health center,goggles,7,960.0
206,fqhc/community health center,gowns,1,90.0
207,fqhc/community health center,gowns,3,160.0
208,fqhc/community health center,gowns,7,7200.0
209,fqhc/community health center,gowns,10,350.0
210,fqhc/community health center,gowns,12,160.0
211,fqhc/community health center,n95,1,80.0
212,fqhc/community health center,n95,3,920.0
213,fqhc/community health center,n95,7,200.0
214,fqhc/community health center,n95,10,800.0
215,fqhc/community health center,n95,11,700.0
216,fqhc/community health center,n95,12,40.0
217,fqhc/community health center,sanitizer,7,4.0
218,fqhc/community health center,sanitizer,10,200.0
219,fqhc/community health center,surgical mask,2,2000.0
220,fqhc/community health center,surgical mask,7,5000.0
221,fqhc/community health center,surgical mask,9,500.0
222,fqhc/community health center,surgical mask,10,5250.0
