,facility type,category,month,qty out
0,Hospital,ancillary kits,1,100.0
1,Hospital,face shield,10,1200.0
2,Hospital,face shield,11,250.0
3,Hospital,gloves,1,19800.0
4,Hospital,gloves,10,6600.0
5,Hospital,gloves,11,4100.0
6,Hospital,gloves,12,1000.0
7,Hospital,gowns,1,1500.0
8,Hospital,gowns,10,320.0
9,Hospital,gowns,11,250.0
10,Hospital,gowns,12,1000.0
11,Hospital,n95,1,120.0
12,Hospital,n95,10,340.0
13,Hospital,n95,11,920.0
14,Hospital,n95,12,200.0
15,Hospital,surgical mask,1,760.0
16,Hospital,surgical mask,10,6000.0
17,Hospital,surgical mask,11,1450.0
18,Hospital,testing supplies,1,3120.0
19,Hospital,testing supplies,10,160.0
20,Hospital,testing supplies,11,200.0
21,Hospital,ventilator,12,56.0
22,Mc,gloves,11,4000.0
23,Mc,hand sanitizer,11,24.0
24,Mc,surgical mask,11,2000.0
25,Medical,disinfectants,2,224.0
26,Medical,face shield,1,50.0
27,Medical,face shield,2,254.0
28,Medical,face shield,12,20.0
29,Medical,gloves,1,41400.0
30,Medical,gloves,2,25200.0
31,Medical,gloves,12,3300.0
32,Medical,gowns,1,3400.0
33,Medical,gowns,2,1050.0
34,Medical,gowns,12,230.0
35,Medical,literature,2,200.0
36,Medical,misc,2,432.0
37,Medical,misc,12,20.0
38,Medical,n95,1,630.0
39,Medical,n95,2,3520.0
40,Medical,n95,12,200.0
41,Medical,needle,2,200.0
42,Medical,other,1,200.0
43,Medical,surgical mask,1,1900.0
44,Medical,surgical mask,2,400.0
45,Medical,surgical mask,12,300.0
46,Medical,syringes,2,200.0
47,Medical,testing supplies,1,130950.0
48,Medical,testing supplies,2,2480.0
49,Medical,testing supplies,12,2550.0
50,Medical,thermometer,1,6.0
51,Medical,ventilators,2,859.0
52,Pod,batteries,1,120.0
53,Pod,canopy,2,5.0
54,Pod,cradle,12,3.0
55,Pod,disinfectant,12,40.0
56,Pod,disinfectants,1,100.0
57,Pod,disinfectants,2,16000.0
58,Pod,disinfectants,12,135.0
59,Pod,face shield,12,806.0
60,Pod,filters,1,360.0
61,Pod,gloves,1,1047500.0
62,Pod,gloves,2,5000.0
63,Pod,gloves,12,44004.0
64,Pod,hand sanitizer,12,400.0
65,Pod,hand warmers,12,504.0
66,Pod,ipad,12,70.0
67,Pod,literature,1,116050.0
68,Pod,literature,2,15050.0
69,Pod,misc,1,32755.0
70,Pod,misc,2,2820.0
71,Pod,misc,12,209284.0
72,Pod,needle,1,19400.0
73,Pod,needle,2,54400.0
74,Pod,needles,1,18900.0
75,Pod,needles,12,5000.0
76,Pod,ponchos,1,700.0
77,Pod,ponchos,12,9.0
78,Pod,radios,1,20.0
79,Pod,safety,12,160.0
80,Pod,surgical mask,1,10500.0
81,Pod,surgical mask,2,300.0
82,Pod,surgical mask,12,8400.0
83,Pod,syringes,1,12000.0
84,Pod,thermometer,12,4.0
85,Pod,vests,1,62.0
86,Pod,vests,2,500.0
87,county,disinfectant,5,60.0
88,county,disinfectant,7,55.0
89,county,disinfectant,8,6.0
90,county,disinfectants,1,65.0
91,county,face shield,4,1344.0
92,county,face shield,6,10.0
93,county,face shield,9,1000.0
94,county,gloves,2,500.0
95,county,gloves,4,42000.0
96,county,gloves,6,1000.0
97,county,gloves,7,9000.0
98,county,gloves,8,100.0
99,county,gloves,9,36200.0
100,county,gowns,4,2358.0
101,county,hand sanitizer,5,20.0
102,county,hand sanitizer,6,10.0
103,county,hand sanitizer,8,48.0
104,county,hand sanitizer,9,24.0
105,county,kn95,5,3000.0
106,county,kn95,6,1000.0
107,county,misc,1,299.0
108,county,misc,6,18.0
109,county,misc,8,60.0
110,county,misc,9,630.0
111,county,n95,3,570.0
112,county,n95,4,1440.0
113,county,n95,7,2600.0
114,county,n95,12,100.0
115,county,reusable masks,5,10000.0
116,county,reusable masks,6,1350.0
117,county,reusable masks,8,500.0
118,county,stat paq,3,2.0
119,county,surgical mask,3,19200.0
120,county,surgical mask,4,13850.0
121,county,surgical mask,5,5000.0
122,county,surgical mask,6,4050.0
123,county,surgical mask,7,10000.0
124,county,testing supplies,8,3000.0
125,county,testing supplies,9,4000.0
126,county,thermometers,3,350.0
127,county,thermometers,4,322.0
128,county,thermometers,7,300.0
129,county,thermometers,8,100.0
130,county,vaccine,2,100.0
131,ems/fire/law enforcement,alt. gowns,6,1000.0
132,ems/fire/law enforcement,disinfectant,8,15.0
133,ems/fire/law enforcement,disinfectant,9,112.0
134,ems/fire/law enforcement,face shield,4,1608.0
135,ems/fire/law enforcement,face shield,6,200.0
136,ems/fire/law enforcement,face shield,7,600.0
137,ems/fire/law enforcement,gloves,2,10.0
138,ems/fire/law enforcement,gloves,3,14000.0
139,ems/fire/law enforcement,gloves,4,19800.0
140,ems/fire/law enforcement,gloves,5,1000.0
141,ems/fire/law enforcement,gloves,6,1200.0
142,ems/fire/law enforcement,gloves,7,16900.0
143,ems/fire/law enforcement,gloves,9,1000.0
144,ems/fire/law enforcement,gloves,11,2200.0
145,ems/fire/law enforcement,gloves,12,1600.0
146,ems/fire/law enforcement,goggles,5,704.0
147,ems/fire/law enforcement,goggles,6,444.0
148,ems/fire/law enforcement,goggles,7,400.0
149,ems/fire/law enforcement,gowns,3,110.0
150,ems/fire/law enforcement,gowns,4,2652.0
151,ems/fire/law enforcement,gowns,5,760.0
152,ems/fire/law enforcement,gowns,6,1000.0
153,ems/fire/law enforcement,hand sanitizer,5,5.0
154,ems/fire/law enforcement,hand sanitizer,9,48.0
155,ems/fire/law enforcement,kn95,7,80080.0
156,ems/fire/law enforcement,misc,1,100.0
157,ems/fire/law enforcement,n95,2,1000.0
158,ems/fire/law enforcement,n95,3,3578.0
159,ems/fire/law enforcement,n95,4,7000.0
160,ems/fire/law enforcement,n95,5,2700.0
161,ems/fire/law enforcement,n95,6,200.0
162,ems/fire/law enforcement,n95,7,1900.0
163,ems/fire/law enforcement,n95,10,400.0
164,ems/fire/law enforcement,n95,11,200.0
165,ems/fire/law enforcement,n95,12,500.0
166,ems/fire/law enforcement,reusable masks,5,6000.0
167,ems/fire/law enforcement,stat paq,3,141.0
168,ems/fire/law enforcement,surgical mask,2,4000.0
169,ems/fire/law enforcement,surgical mask,3,550.0
170,ems/fire/law enforcement,surgical mask,4,16050.0
171,ems/fire/law enforcement,surgical mask,5,1000.0
172,ems/fire/law enforcement,surgical mask,6,500.0
173,ems/fire/law enforcement,surgical mask,9,2000.0
174,ems/fire/law enforcement,surgical mask,11,300.0
175,ems/fire/law enforcement,testing supplies,1,24680.0
176,ems/fire/law enforcement,testing supplies,7,120.0
177,ems/fire/law enforcement,testing supplies,8,10.0
178,ems/fire/law enforcement,testing supplies,11,480.0
179,ems/fire/law enforcement,testing supplies,12,6920.0
180,ems/fire/law enforcement,thermometer,11,10.0
181,ems/fire/law enforcement,ventilator,1,6.0
182,ems/fire/law enforcement,ventilator,12,10.0
183,ems/fire/law enforcement,ventilator  ,12,5.0
184,ems/fire/law enforcement,ventilator supplies,1,617.0
185,ems/fire/law enforcement,ventilator supplies,12,2224.0
186,ems/fire/law enforcement,ventilators,7,136.0
187,fqhc/community health center,face shield,1,80.0
188,fqhc/community health center,face shield,3,180.0
189,fqhc/community health center,face shield,7,5000.0
190,fqhc/community health center,face shield,10,1240.0
191,fqhc/community health center,face shield,12,80.0
192,fqhc/community health center,gloves,1,1100.0
193,fqhc/community health center,gloves,2,1300.0
194,fqhc/community health center,gloves,3,4800.0
195,fqhc/community health center,gloves,10,19000.0
196,fqhc/community health center,gloves,12,1500.0
197,fqhc/community health center,goggles,7,960.0
198,fqhc/community health center,gowns,1,90.0
199,fqhc/community health center,gowns,3,160.0
200,fqhc/community health center,gowns,7,7200.0
201,fqhc/community health center,gowns,10,350.0
202,fqhc/community health center,gowns,12,160.0
203,fqhc/community health center,n95,1,80.0
204,fqhc/community health center,n95,3,920.0
205,fqhc/community health center,n95,7,200.0
206,fqhc/community health center,n95,10,800.0
207,fqhc/community health center,n95,11,700.0
208,fqhc/community health center,n95,12,40.0
209,fqhc/community health center,sanitizer,7,4.0
210,fqhc/community health center,sanitizer,10,200.0
211,fqhc/community health center,surgical mask,2,2000.0
212,fqhc/community health center,surgical mask,7,5000.0
213,fqhc/community health center,surgical mask,9,500.0
214,fqhc/community health center,surgical mask,10,5250.0
215,fqhc/community health center,testing supplies,8,240.0
216,fqhc/community health center,testing supplies,9,2000.0
217,fqhc/community health center,wipes,2,3.0
218,home health,alt. gowns,8,1000.0
219,home health,face shield,6,450.0
220,home health,face shield,7,136.0
221,home health,face shield,9,1600.0
